                                                          Feff 6.01l  potph 4.12
 Abs   Z=29 Rmt= 1.122 Rnm= 1.672 K shell
 Pot 1 Z= 8 Rmt= 0.918 Rnm= 1.369
 Gam_ch=1.761E+00 H-L exch
 Mu=-2.823E+00 kf=1.586E+00 Vint=-1.240E+01 Rs_int= 2.287
 S02  1.000                                               Feff 6.01l ff2chi 2.01
 Curved wave amplitude ratio filter   4.000%
    file           sig2  cw amp ratio   deg  nlegs  r effective
 feff0001.dat    0.00000    100.00      1.00     2   2.0396
    1/   1 paths used
 -------------------------------------------------------------------------------
      k          chi          mag           phase @#
    11.0500   -2.557528E-04  1.173030E-03  3.119613E+01
    11.1000   -4.876865E-05  1.160673E-03  3.137390E+01
    11.1500    1.553862E-04  1.148315E-03  3.155166E+01
    11.2000    3.503138E-04  1.135958E-03  3.172942E+01
    11.2500    5.300434E-04  1.123601E-03  3.190719E+01
    11.3000    6.892145E-04  1.111243E-03  3.208495E+01
    11.3500    8.232358E-04  1.098886E-03  3.226271E+01
    11.4000    9.284167E-04  1.086529E-03  3.244048E+01
    11.4500    1.002067E-03  1.074172E-03  3.261824E+01
    11.5000    1.042561E-03  1.061814E-03  3.279600E+01
    11.5500    1.049369E-03  1.049457E-03  3.297376E+01
    11.6000    1.023048E-03  1.037100E-03  3.315153E+01
    11.6500    9.652005E-04  1.024743E-03  3.332929E+01
    11.7000    8.784015E-04  1.012385E-03  3.350705E+01
    11.7500    7.660910E-04  1.000028E-03  3.368482E+01
    11.8000    6.324449E-04  9.876708E-04  3.386258E+01
    11.8500    4.822231E-04  9.753135E-04  3.404034E+01
    11.9000    3.206019E-04  9.629562E-04  3.421811E+01
    11.9500    1.529974E-04  9.505990E-04  3.439587E+01
    12.0000   -1.511579E-05  9.382417E-04  3.457363E+01
    12.0500   -1.817309E-04  9.299420E-04  3.475421E+01
    12.1000   -3.395125E-04  9.216424E-04  3.493478E+01
    12.1500   -4.834820E-04  9.133427E-04  3.511536E+01
    12.2000   -6.091998E-04  9.050430E-04  3.529594E+01
    12.2500   -7.129022E-04  8.967434E-04  3.547651E+01
    12.3000   -7.916132E-04  8.884437E-04  3.565709E+01
    12.3500   -8.432281E-04  8.801440E-04  3.583766E+01
    12.4000   -8.665677E-04  8.718444E-04  3.601824E+01
    12.4500   -8.613996E-04  8.635447E-04  3.619882E+01
    12.5000   -8.284296E-04  8.552450E-04  3.637939E+01
    12.5500   -7.692603E-04  8.469454E-04  3.655997E+01
    12.6000   -6.863226E-04  8.386457E-04  3.674054E+01
    12.6500   -5.827795E-04  8.303460E-04  3.692112E+01
    12.7000   -4.624084E-04  8.220464E-04  3.710170E+01
    12.7500   -3.294650E-04  8.137467E-04  3.728227E+01
    12.8000   -1.885335E-04  8.054470E-04  3.746285E+01
    12.8500   -4.436952E-05  7.971474E-04  3.764342E+01
    12.9000    9.826081E-05  7.888477E-04  3.782400E+01
    12.9500    2.347378E-04  7.805480E-04  3.800458E+01
    13.0000    3.607382E-04  7.722484E-04  3.818515E+01
    13.0500    4.715492E-04  7.629726E-04  3.836536E+01
    13.1000    5.644736E-04  7.536968E-04  3.854557E+01
    13.1500    6.369123E-04  7.444209E-04  3.872578E+01
    13.2000    6.870013E-04  7.351451E-04  3.890600E+01
    13.2500    7.136559E-04  7.258693E-04  3.908621E+01
    13.3000    7.165892E-04  7.165935E-04  3.926642E+01
    13.3500    6.963017E-04  7.073177E-04  3.944663E+01
    13.4000    6.540469E-04  6.980419E-04  3.962684E+01
    13.4500    5.917705E-04  6.887661E-04  3.980705E+01
    13.5000    5.120291E-04  6.794903E-04  3.998726E+01
    13.5500    4.178899E-04  6.702145E-04  4.016747E+01
    13.6000    3.128156E-04  6.609387E-04  4.034768E+01
    13.6500    2.005390E-04  6.516629E-04  4.052789E+01
    13.7000    8.493098E-05  6.423871E-04  4.070811E+01
    13.7500   -3.013183E-05  6.331113E-04  4.088832E+01
    13.8000   -1.408973E-04  6.238355E-04  4.106853E+01
    13.8500   -2.438602E-04  6.145597E-04  4.124874E+01
    13.9000   -3.358728E-04  6.052839E-04  4.142895E+01
    13.9500   -4.142408E-04  5.960081E-04  4.160916E+01
    14.0000   -4.768015E-04  5.867323E-04  4.178937E+01
    14.0500   -5.253926E-04  5.806145E-04  4.197183E+01
    14.1000   -5.555967E-04  5.744966E-04  4.215428E+01
    14.1500   -5.667912E-04  5.683788E-04  4.233674E+01
    14.2000   -5.590035E-04  5.622610E-04  4.251920E+01
    14.2500   -5.328965E-04  5.561432E-04  4.270165E+01
    14.3000   -4.897336E-04  5.500253E-04  4.288411E+01
    14.3500   -4.313230E-04  5.439075E-04  4.306657E+01
    14.4000   -3.599459E-04  5.377897E-04  4.324902E+01
    14.4500   -2.782687E-04  5.316719E-04  4.343148E+01
    14.5000   -1.892453E-04  5.255540E-04  4.361394E+01
    14.5500   -9.601045E-05  5.194362E-04  4.379639E+01
    14.6000   -1.770101E-06  5.133184E-04  4.397885E+01
    14.6500    9.030891E-05  5.072006E-04  4.416131E+01
    14.7000    1.772052E-04  5.010827E-04  4.434376E+01
    14.7500    2.561420E-04  4.949649E-04  4.452622E+01
    14.8000    3.246756E-04  4.888471E-04  4.470868E+01
    14.8500    3.807709E-04  4.827292E-04  4.489113E+01
    14.9000    4.228607E-04  4.766114E-04  4.507359E+01
    14.9500    4.498880E-04  4.704936E-04  4.525605E+01
    15.0000    4.613302E-04  4.643758E-04  4.543850E+01
    15.0500    4.602422E-04  4.614644E-04  4.562589E+01
    15.1000    4.431190E-04  4.585531E-04  4.581328E+01
    15.1500    4.107602E-04  4.556417E-04  4.600067E+01
    15.2000    3.644892E-04  4.527304E-04  4.618806E+01
    15.2500    3.060999E-04  4.498190E-04  4.637545E+01
    15.3000    2.377882E-04  4.469077E-04  4.656284E+01
    15.3500    1.620695E-04  4.439963E-04  4.675023E+01
    15.4000    8.168614E-05  4.410850E-04  4.693762E+01
    15.4500   -4.912184E-07  4.381736E-04  4.712501E+01
    15.5000   -8.156664E-05  4.352622E-04  4.731240E+01
    15.5500   -1.587207E-04  4.323509E-04  4.749979E+01
    15.6000   -2.293086E-04  4.294395E-04  4.768718E+01
    15.6500   -2.909506E-04  4.265282E-04  4.787457E+01
    15.7000   -3.416126E-04  4.236168E-04  4.806196E+01
    15.7500   -3.796725E-04  4.207055E-04  4.824935E+01
    15.8000   -4.039719E-04  4.177941E-04  4.843674E+01
    15.8500   -4.138505E-04  4.148828E-04  4.862413E+01
    15.9000   -4.091628E-04  4.119714E-04  4.881152E+01
    15.9500   -3.902758E-04  4.090601E-04  4.899891E+01
    16.0000   -3.580492E-04  4.061487E-04  4.918630E+01
    16.0500   -3.138476E-04  4.028068E-04  4.937217E+01
    16.1000   -2.596088E-04  3.994649E-04  4.955804E+01
    16.1500   -1.973656E-04  3.961230E-04  4.974391E+01
    16.2000   -1.293945E-04  3.927810E-04  4.992978E+01
    16.2500   -5.813219E-05  3.894391E-04  5.011565E+01
    16.3000    1.391133E-05  3.860972E-04  5.030152E+01
    16.3500    8.424125E-05  3.827553E-04  5.048739E+01
    16.4000    1.504643E-04  3.794134E-04  5.067326E+01
    16.4500    2.103702E-04  3.760714E-04  5.085913E+01
    16.5000    2.620054E-04  3.727295E-04  5.104500E+01
    16.5500    3.037364E-04  3.693876E-04  5.123087E+01
    16.6000    3.343012E-04  3.660457E-04  5.141674E+01
    16.6500    3.528468E-04  3.627038E-04  5.160261E+01
    16.7000    3.589514E-04  3.593618E-04  5.178848E+01
    16.7500    3.526317E-04  3.560199E-04  5.197435E+01
    16.8000    3.343345E-04  3.526780E-04  5.216022E+01
    16.8500    3.049132E-04  3.493361E-04  5.234609E+01
    16.9000    2.655909E-04  3.459942E-04  5.253196E+01
    16.9500    2.179111E-04  3.426522E-04  5.271783E+01
    17.0000    1.636778E-04  3.393103E-04  5.290370E+01
    17.0500    1.053343E-04  3.359309E-04  5.308814E+01
    17.1000    4.459481E-05  3.325514E-04  5.327257E+01
    17.1500   -1.642900E-05  3.291720E-04  5.345701E+01
    17.2000   -7.565756E-05  3.257925E-04  5.364144E+01
    17.2500   -1.311142E-04  3.224131E-04  5.382588E+01
    17.3000   -1.809910E-04  3.190336E-04  5.401031E+01
    17.3500   -2.237079E-04  3.156542E-04  5.419475E+01
    17.4000   -2.579621E-04  3.122747E-04  5.437918E+01
    17.4500   -2.827678E-04  3.088953E-04  5.456362E+01
    17.5000   -2.974830E-04  3.055158E-04  5.474805E+01
    17.5500   -3.018253E-04  3.021364E-04  5.493249E+01
